2_001/1	
θ/2θ, °	Intensity, cps
20	236.901977539063
20.0200004577637	131.664031982422
20.0400009155273	83.3374176025391
20.0599994659424	200.850784301758
20.0799999237061	212.926223754883
20.1000003814697	317.965148925781
20.1200008392334	185.671493530273
20.1399993896484	186.570999145508
20.1599998474121	233.047027587891
20.1800003051758	130.119522094727
20.2000007629395	158.325698852539
20.2199993133545	269.087524414063
20.2399997711182	276.764770507813
20.2600002288818	241.745788574219
20.2800006866455	318.109558105469
20.2999992370605	191.789199829102
20.3199996948242	296.479583740234
20.3400001525879	240.97541809082
20.3600006103516	273.818969726563
20.3799991607666	269.310485839844
20.3999996185303	264.07958984375
20.4200000762939	216.806137084961
20.4400005340576	122.363334655762
20.4599990844727	230.475769042969
20.4799995422363	228.309219360352
20.5	255.428192138672
20.5200004577637	164.810409545898
20.5400009155273	365.553863525391
20.5599994659424	211.142349243164
20.5799999237061	232.082702636719
20.6000003814697	258.250671386719
20.6200008392334	158.071319580078
20.6399993896484	182.804092407227
20.6599998474121	133.086822509766
20.6800003051758	293.165893554688
20.7000007629395	268.843994140625
20.7199993133545	188.33837890625
20.7399997711182	238.364761352539
20.7600002288818	193.608337402344
20.7800006866455	188.702545166016
20.7999992370605	360.552490234375
20.8199996948242	323.047943115234
20.8400001525879	184.885848999023
20.8600006103516	116.253227233887
20.8799991607666	270.896148681641
20.8999996185303	153.087432861328
20.9200000762939	186.535980224609
20.9400005340576	294.202331542969
20.9599990844727	225.59733581543
20.9799995422363	217.58186340332
21	189.739288330078
21.0200004577637	59.8552589416504
21.0400009155273	254.093124389648
21.0599994659424	158.199447631836
21.0799999237061	193.914672851563
21.1000003814697	142.85710144043
21.1200008392334	149.915130615234
21.1399993896484	229.532363891602
21.1599998474121	95.2649002075195
21.1800003051758	77.4574890136719
21.2000007629395	211.177108764648
21.2199993133545	206.334487915039
21.2399997711182	254.377334594727
21.2600002288818	243.766128540039
21.2800006866455	160.214904785156
21.2999992370605	243.248168945313
21.3199996948242	118.761344909668
21.3400001525879	180.495422363281
21.3600006103516	207.257797241211
21.3799991607666	198.189987182617
21.3999996185303	203.941589355469
21.4200000762939	162.662506103516
21.4400005340576	165.613388061523
21.4599990844727	182.578460693359
21.4799995422363	124.453186035156
21.5	260.631134033203
21.5200004577637	179.616744995117
21.5400009155273	325.826354980469
21.5599994659424	179.196090698242
21.5799999237061	212.706832885742
21.6000003814697	240.283462524414
21.6200008392334	284.858703613281
21.6399993896484	263.270172119141
21.6599998474121	180.021423339844
21.6800003051758	278.559326171875
21.7000007629395	120.839935302734
21.7199993133545	139.661437988281
