3_001/1	
θ/2θ, °	Intensity, cps
20	2138.37084960938
20.0200004577637	1796.36437988281
20.0400009155273	1583.47741699219
20.0599994659424	1768.37561035156
20.0799999237061	1736.72766113281
20.1000003814697	1934.53454589844
20.1200008392334	1783.330078125
20.1399993896484	1975.60217285156
20.1599998474121	1606.88989257813
20.1800003051758	1874.45349121094
20.2000007629395	1750.01428222656
20.2199993133545	1961.58935546875
20.2399997711182	1863.28955078125
20.2600002288818	1738.21081542969
20.2800006866455	1908.06274414063
20.2999992370605	1886.42492675781
20.3199996948242	1798.98461914063
20.3400001525879	1785.44128417969
20.3600006103516	1930.32922363281
20.3799991607666	1743.08776855469
20.3999996185303	1925.57458496094
20.4200000762939	1818.42687988281
20.4400005340576	1666.26672363281
20.4599990844727	1912.65954589844
20.4799995422363	1950.68444824219
20.5	1492.87927246094
20.5200004577637	1686.66906738281
20.5400009155273	1618.81555175781
20.5599994659424	1641.83190917969
20.5799999237061	1703.33825683594
20.6000003814697	1875.90148925781
20.6200008392334	1621.0537109375
20.6399993896484	1886.58715820313
20.6599998474121	1894.16906738281
20.6800003051758	1952.9580078125
20.7000007629395	1776.33813476563
20.7199993133545	2031.19165039063
20.7399997711182	1795.23828125
20.7600002288818	1810.43334960938
20.7800006866455	1746.66174316406
20.7999992370605	1919.58618164063
20.8199996948242	1786.65466308594
20.8400001525879	1687.57592773438
20.8600006103516	1692.22595214844
20.8799991607666	1977.53820800781
20.8999996185303	1872.83544921875
20.9200000762939	1762.75048828125
20.9400005340576	2028.21862792969
20.9599990844727	1816.98388671875
20.9799995422363	1910.9609375
21	1913.07958984375
21.0200004577637	2147.73657226563
21.0400009155273	1736.77514648438
21.0599994659424	2150.23510742188
21.0799999237061	1699.23754882813
21.1000003814697	1904.93737792969
21.1200008392334	1644.29541015625
21.1399993896484	1600.28747558594
21.1599998474121	1749.43322753906
21.1800003051758	1954.64233398438
21.2000007629395	1843.74267578125
21.2199993133545	1802.82312011719
21.2399997711182	1766.17736816406
21.2600002288818	1796.25402832031
21.2800006866455	1941.51403808594
21.2999992370605	1631.78552246094
21.3199996948242	1808.76770019531
21.3400001525879	2002.8662109375
21.3600006103516	1869.72229003906
21.3799991607666	1768.38989257813
21.3999996185303	1811.89489746094
21.4200000762939	1730.92346191406
21.4400005340576	1717.02978515625
21.4599990844727	2142.091796875
21.4799995422363	1855.19812011719
21.5	1938.60925292969
21.5200004577637	1687.06225585938
21.5400009155273	1625.28527832031
21.5599994659424	1794.54772949219
21.5799999237061	1989.09692382813
21.6000003814697	1886.57568359375
21.6200008392334	2003.37426757813
21.6399993896484	1914.77233886719
21.6599998474121	1923.77893066406
21.6800003051758	1863.24584960938
21.7000007629395	1766.7431640625
21.7199993133545	1664.25964355469
21.7399997711182	1905.69274902344
21.7600002288818	1827.8427734375
21.7800006866455	1706.40783691406
21.7999992370605	1770.455078125
21.8199996948242	2017.08923339844
21.8400001525879	1812.10412597656
21.8600006103516	2091
21.8799991607666	1566.71215820313
21.8999996185303	1688.75756835938
21.9200000762939	1682.71142578125
21.9400005340576	1775.52124023438
21.9599990844727	1752.03881835938
21.9799995422363	1820.05773925781
22	1697.12438964844
22.0200004577637	1648.65344238281
22.0400009155273	1629.98950195313
22.0599994659424	1661.03051757813
22.0799999237061	1797.12890625
22.1000003814697	1807.83728027344
22.1200008392334	1810.57348632813
22.1399993896484	1847.55822753906
22.1599998474121	1466.0068359375
22.1800003051758	1750.88012695313
22.2000007629395	1650.08605957031
22.2199993133545	1634.38305664063
22.2399997711182	1593.91772460938
22.2600002288818	1631.091796875
22.2800006866455	1737.85729980469
22.2999992370605	1747.43737792969
22.3199996948242	1511.18127441406
22.3400001525879	1502.01843261719
22.3600006103516	1593.6357421875
22.3799991607666	1557.39807128906
22.3999996185303	1697.31079101563
22.4200000762939	1404.09265136719
22.4400005340576	1577.396484375
22.4599990844727	1711.41137695313
22.4799995422363	1602.53015136719
22.5	1467.7275390625
22.5200004577637	1626.66259765625
22.5400009155273	1765.14929199219
22.5599994659424	1639.16418457031
22.5799999237061	1655.78784179688
22.6000003814697	1604.50354003906
22.6200008392334	1627.51611328125
22.6399993896484	1704.49169921875
22.6599998474121	1586.70947265625
22.6800003051758	1562.10717773438
22.7000007629395	1673.42895507813
22.7199993133545	1708.4091796875
22.7399997711182	1664.65124511719
22.7600002288818	1669.14709472656
22.7800006866455	1326.87280273438
22.7999992370605	1734.11157226563
22.8199996948242	1510.00219726563
22.8400001525879	1691.47729492188
22.8600006103516	1509.63415527344
22.8799991607666	1456.60754394531
22.8999996185303	1519.6171875
22.9200000762939	1305.44946289063
22.9400005340576	1723.54614257813
22.9599990844727	1398.73681640625
22.9799995422363	1659.33740234375
23	1801.40930175781
23.0200004577637	1935.62170410156
23.0400009155273	1829.4736328125
23.0599994659424	1833.56896972656
23.0799999237061	1827.95446777344
23.1000003814697	1754.51452636719
23.1200008392334	1643.8125
23.1399993896484	1806.6162109375
23.1599998474121	1592.85729980469
23.1800003051758	1474.26928710938
23.2000007629395	1337.3125
23.2199993133545	1485.37866210938
23.2399997711182	1572.76586914063
23.2600002288818	1401.28381347656
23.2800006866455	1465.66296386719
23.2999992370605	1570.61572265625
23.3199996948242	1668.69592285156
23.3400001525879	1581.62036132813
23.3600006103516	1571.56726074219
23.3799991607666	1529.71630859375
23.3999996185303	1536.10131835938
23.4200000762939	1233.20129394531
23.4400005340576	1338.25463867188
23.4599990844727	1379.05810546875
23.4799995422363	1510.5380859375
23.5	1409.79235839844
23.5200004577637	1434.77978515625
23.5400009155273	1312.38037109375
23.5599994659424	1358.3779296875
23.5799999237061	1358.22412109375
