3_003/1	
θ/2θ, °	Intensity, cps
20	218.013031005859
20.0200004577637	206.533462524414
20.0400009155273	237.084915161133
20.0599994659424	258.973480224609
20.0799999237061	149.314910888672
20.1000003814697	286.765411376953
20.1200008392334	101.755996704102
20.1399993896484	133.674011230469
20.1599998474121	188.62663269043
20.1800003051758	183.777786254883
20.2000007629395	289.169311523438
20.2199993133545	209.375869750977
20.2399997711182	234.644317626953
20.2600002288818	224.867477416992
20.2800006866455	247.724960327148
20.2999992370605	144.672393798828
20.3199996948242	152.770431518555
20.3400001525879	141.693939208984
20.3600006103516	152.119354248047
20.3799991607666	177.909210205078
20.3999996185303	119.486831665039
20.4200000762939	157.735687255859
20.4400005340576	103.741020202637
20.4599990844727	65.8235931396484
20.4799995422363	138.316421508789
20.5	114.589500427246
20.5200004577637	214.699356079102
20.5400009155273	153.917694091797
20.5599994659424	103.770156860352
20.5799999237061	134.266189575195
20.6000003814697	249.482955932617
20.6200008392334	213.900573730469
20.6399993896484	138.137313842773
20.6599998474121	111.182723999023
20.6800003051758	135.599395751953
20.7000007629395	182.684494018555
20.7199993133545	94.282600402832
20.7399997711182	177.578018188477
20.7600002288818	232.292587280273
20.7800006866455	210.530502319336
20.7999992370605	82.2250900268555
20.8199996948242	193.473876953125
20.8400001525879	222.690658569336
20.8600006103516	96.6629943847656
20.8799991607666	239.51057434082
20.8999996185303	171.076309204102
20.9200000762939	189.497619628906
20.9400005340576	194.329650878906
20.9599990844727	130.237030029297
20.9799995422363	170.999771118164
21	173.798248291016
21.0200004577637	173.930618286133
21.0400009155273	170.06623840332
21.0599994659424	199.483139038086
21.0799999237061	210.507614135742
21.1000003814697	197.875473022461
21.1200008392334	50.4186820983887
21.1399993896484	154.800048828125
21.1599998474121	92.6121673583984
21.1800003051758	134.030014038086
21.2000007629395	104.920486450195
21.2199993133545	118.399978637695
21.2399997711182	101.483512878418
21.2600002288818	117.00813293457
21.2800006866455	180.188659667969
21.2999992370605	169.221221923828
21.3199996948242	163.20964050293
21.3400001525879	293.432098388672
21.3600006103516	204.273696899414
21.3799991607666	128.928527832031
21.3999996185303	121.855262756348
21.4200000762939	234.837844848633
21.4400005340576	117.5302734375
21.4599990844727	145.376281738281
21.4799995422363	240.670013427734
21.5	209.126800537109
21.5200004577637	216.791839599609
21.5400009155273	245.648620605469
21.5599994659424	216.851806640625
21.5799999237061	68.9323348999023
21.6000003814697	195.794296264648
21.6200008392334	120.779304504395
21.6399993896484	100.431190490723
21.6599998474121	118.870986938477
21.6800003051758	158.128448486328
21.7000007629395	101.875427246094
21.7199993133545	85.7005004882813
21.7399997711182	208.413833618164
21.7600002288818	81.2092361450195
21.7800006866455	131.211730957031
21.7999992370605	113.162612915039
21.8199996948242	210.426620483398
21.8400001525879	185.800476074219
21.8600006103516	86.6431579589844
21.8799991607666	99.7518920898438
21.8999996185303	217.983123779297
21.9200000762939	80.6926651000977
21.9400005340576	189.640701293945
21.9599990844727	209.166595458984
21.9799995422363	129.907806396484
22	199.501602172852
22.0200004577637	161.703872680664
22.0400009155273	149.680450439453
22.0599994659424	105.594375610352
22.0799999237061	201.97395324707
22.1000003814697	161.454956054688
22.1200008392334	168.365341186523
22.1399993896484	195.689529418945
22.1599998474121	189.765350341797
22.1800003051758	131.36198425293
22.2000007629395	269.703735351563
22.2199993133545	185.65852355957
22.2399997711182	78.1782150268555
22.2600002288818	137.588684082031
22.2800006866455	138.772598266602
22.2999992370605	144.331085205078
22.3199996948242	100.484275817871
22.3400001525879	123.065856933594
22.3600006103516	117.981971740723
